,n_present,mean,median,std
/mobileye/112,125.0,9.664,7.0,8.950480657484267
/mobileye/113,125.0,9.664,7.0,8.950480657484267
/mobileye/114,125.0,9.664,7.0,8.950480657484267
/mobileye/115,125.0,9.664,7.0,8.950480657484267
/mobileye/116,50.0,6.2,4.0,5.670978751503131
/mobileye/117,50.0,6.2,4.0,5.670978751503131
/mobileye/118,50.0,6.2,4.0,5.670978751503131
/mobileye/119,50.0,6.2,4.0,5.670978751503131
/mobileye/120,50.0,6.2,4.0,5.670978751503131
/mobileye/121,50.0,6.2,4.0,5.670978751503131
/mobileye/122,50.0,6.2,4.0,5.670978751503131
/mobileye/123,50.0,6.2,4.0,5.670978751503131
/mobileye/124,50.0,6.2,4.0,5.670978751503131
/mobileye/125,50.0,6.2,4.0,5.670978751503131
/mobileye/126,50.0,6.2,4.0,5.670978751503131
/mobileye/127,50.0,6.2,4.0,5.670978751503131
/mobileye/128,50.0,6.2,4.0,5.670978751503131
/mobileye/129,50.0,6.2,4.0,5.670978751503131
/mobileye/130,50.0,6.2,4.0,5.670978751503131
/mobileye/131,50.0,6.2,4.0,5.670978751503131
/mobileye/84,290.0,12.53448275862069,9.0,11.62194048317794
/mobileye/85,290.0,12.53448275862069,9.0,11.62194048317794
/mobileye/86,290.0,12.53448275862069,9.0,11.62194048317794
/mobileye/87,290.0,12.53448275862069,9.0,11.62194048317794
/mobileye/88,290.0,12.53448275862069,9.0,11.62194048317794
/mobileye/89,290.0,12.53448275862069,9.0,11.62194048317794
/mobileye/90,290.0,12.53448275862069,9.0,11.62194048317794
/mobileye/91,290.0,12.53448275862069,9.0,11.62194048317794
/mobileye/92,290.0,12.53448275862069,9.0,11.62194048317794
/mobileye/93,290.0,12.53448275862069,9.0,11.62194048317794
/mobileye/94,290.0,12.53448275862069,9.0,11.62194048317794
/mobileye/95,290.0,12.53448275862069,9.0,11.62194048317794
/mobileye/96,290.0,12.53448275862069,9.0,11.62194048317794
/mobileye/97,290.0,12.53448275862069,9.0,11.62194048317794
/mobileye/98,290.0,12.53448275862069,9.0,11.62194048317794
/mobileye/99,290.0,12.53448275862069,9.0,11.62194048317794
/mobileye/1086,27.0,9.518518518518519,4.0,11.255847436284677
/mobileye/1087,27.0,9.518518518518519,4.0,11.255847436284677
/mobileye/1088,27.0,9.518518518518519,4.0,11.255847436284677
/mobileye/1089,27.0,9.518518518518519,4.0,11.255847436284677
/mobileye/1090,27.0,9.518518518518519,4.0,11.255847436284677
/mobileye/1091,27.0,9.518518518518519,4.0,11.255847436284677
/mobileye/1092,27.0,9.518518518518519,4.0,11.255847436284677
/mobileye/132,14.0,7.714285714285714,5.0,7.814168189244196
/mobileye/133,14.0,7.714285714285714,5.0,7.814168189244196
/mobileye/134,14.0,7.714285714285714,5.0,7.814168189244196
/mobileye/135,14.0,7.714285714285714,5.0,7.814168189244196
/mobileye/136,14.0,7.714285714285714,5.0,7.814168189244196
/mobileye/137,14.0,7.714285714285714,5.0,7.814168189244196
/mobileye/138,14.0,7.714285714285714,5.0,7.814168189244196
/mobileye/139,14.0,7.714285714285714,5.0,7.814168189244196
/mobileye/140,14.0,7.714285714285714,5.0,7.814168189244196
/mobileye/141,14.0,7.714285714285714,5.0,7.814168189244196
/mobileye/142,14.0,7.714285714285714,5.0,7.814168189244196
/mobileye/143,14.0,7.714285714285714,5.0,7.814168189244196
/mobileye/144,14.0,7.714285714285714,5.0,7.814168189244196
/mobileye/145,14.0,7.714285714285714,5.0,7.814168189244196
/mobileye/146,14.0,7.714285714285714,5.0,7.814168189244196
/mobileye/147,14.0,7.714285714285714,5.0,7.814168189244196
/mobileye/148,7.0,10.714285714285714,2.0,11.756023206537703
/mobileye/149,7.0,10.714285714285714,2.0,11.756023206537703
/mobileye/150,7.0,10.714285714285714,2.0,11.756023206537703
/mobileye/151,7.0,10.714285714285714,2.0,11.756023206537703
/mobileye/152,7.0,10.714285714285714,2.0,11.756023206537703
/mobileye/153,7.0,10.714285714285714,2.0,11.756023206537703
/mobileye/154,7.0,10.714285714285714,2.0,11.756023206537703
/mobileye/155,7.0,10.714285714285714,2.0,11.756023206537703
/mobileye/156,7.0,10.714285714285714,2.0,11.756023206537703
/mobileye/157,7.0,10.714285714285714,2.0,11.756023206537703
/mobileye/158,7.0,10.714285714285714,2.0,11.756023206537703
/mobileye/159,7.0,10.714285714285714,2.0,11.756023206537703
/mobileye/160,7.0,10.714285714285714,2.0,11.756023206537703
/mobileye/161,7.0,10.714285714285714,2.0,11.756023206537703
/mobileye/162,7.0,10.714285714285714,2.0,11.756023206537703
/mobileye/163,7.0,10.714285714285714,2.0,11.756023206537703
/mobileye/1093,13.0,9.153846153846153,5.0,9.882744510167933
/mobileye/1094,13.0,9.153846153846153,5.0,9.882744510167933
/mobileye/1095,13.0,9.153846153846153,5.0,9.882744510167933
/mobileye/1096,13.0,9.153846153846153,5.0,9.882744510167933
/mobileye/1097,13.0,9.153846153846153,5.0,9.882744510167933
/mobileye/1098,13.0,9.153846153846153,5.0,9.882744510167933
/mobileye/1099,13.0,9.153846153846153,5.0,9.882744510167933
/mobileye/1100,7.0,5.571428571428571,3.0,3.9227229193559947
/mobileye/1101,7.0,5.571428571428571,3.0,3.9227229193559947
/mobileye/1102,7.0,5.571428571428571,3.0,3.9227229193559947
/mobileye/1103,7.0,5.571428571428571,3.0,3.9227229193559947
/mobileye/1104,7.0,5.571428571428571,3.0,3.9227229193559947
/mobileye/1105,7.0,5.571428571428571,3.0,3.9227229193559947
/mobileye/1106,7.0,5.571428571428571,3.0,3.9227229193559947
/mobileye/164,4.0,10.25,9.0,6.139014578904337
/mobileye/165,4.0,10.25,9.0,6.139014578904337
/mobileye/166,4.0,10.25,9.0,6.139014578904337
/mobileye/167,4.0,10.25,9.0,6.139014578904337
/mobileye/168,4.0,10.25,9.0,6.139014578904337
/mobileye/169,4.0,10.25,9.0,6.139014578904337
/mobileye/170,4.0,10.25,9.0,6.139014578904337
/mobileye/171,4.0,10.25,9.0,6.139014578904337
/mobileye/172,4.0,10.25,9.0,6.139014578904337
/mobileye/173,4.0,10.25,9.0,6.139014578904337
/mobileye/174,4.0,10.25,9.0,6.139014578904337
/mobileye/175,4.0,10.25,9.0,6.139014578904337
/mobileye/176,4.0,10.25,9.0,6.139014578904337
/mobileye/177,4.0,10.25,9.0,6.139014578904337
/mobileye/178,4.0,10.25,9.0,6.139014578904337
/mobileye/179,4.0,10.25,9.0,6.139014578904337
/mobileye/1107,2.0,3.5,3.5,2.5
/mobileye/1108,2.0,3.5,3.5,2.5
/mobileye/1109,2.0,3.5,3.5,2.5
/mobileye/1110,2.0,3.5,3.5,2.5
/mobileye/1111,2.0,3.5,3.5,2.5
/mobileye/1112,2.0,3.5,3.5,2.5
/mobileye/1113,2.0,3.5,3.5,2.5
/mobileye/1114,2.0,1.0,1.0,0.0
/mobileye/1115,2.0,1.0,1.0,0.0
/mobileye/1116,2.0,1.0,1.0,0.0
/mobileye/1117,2.0,1.0,1.0,0.0
/mobileye/1118,2.0,1.0,1.0,0.0
/mobileye/1119,2.0,1.0,1.0,0.0
/mobileye/1120,2.0,1.0,1.0,0.0
/mobileye/180,2.0,8.0,8.0,3.0
/mobileye/181,2.0,8.0,8.0,3.0
/mobileye/182,2.0,8.0,8.0,3.0
/mobileye/183,2.0,8.0,8.0,3.0
/mobileye/184,2.0,8.0,8.0,3.0
/mobileye/185,2.0,8.0,8.0,3.0
/mobileye/186,2.0,8.0,8.0,3.0
/mobileye/187,2.0,8.0,8.0,3.0
/mobileye/188,2.0,8.0,8.0,3.0
/mobileye/189,2.0,8.0,8.0,3.0
/mobileye/190,2.0,8.0,8.0,3.0
/mobileye/191,2.0,8.0,8.0,3.0
/mobileye/192,2.0,8.0,8.0,3.0
/mobileye/193,2.0,8.0,8.0,3.0
/mobileye/194,2.0,8.0,8.0,3.0
/mobileye/195,2.0,8.0,8.0,3.0
/mobileye/196,2.0,1.5,1.5,0.5
/mobileye/197,2.0,1.5,1.5,0.5
/mobileye/198,2.0,1.5,1.5,0.5
/mobileye/199,2.0,1.5,1.5,0.5
/mobileye/200,2.0,1.5,1.5,0.5
/mobileye/201,2.0,1.5,1.5,0.5
/mobileye/202,2.0,1.5,1.5,0.5
/mobileye/203,2.0,1.5,1.5,0.5
/mobileye/204,2.0,1.5,1.5,0.5
/mobileye/205,2.0,1.5,1.5,0.5
/mobileye/206,2.0,1.5,1.5,0.5
/mobileye/207,2.0,1.5,1.5,0.5
/mobileye/208,2.0,1.5,1.5,0.5
/mobileye/209,2.0,1.5,1.5,0.5
/mobileye/210,2.0,1.5,1.5,0.5
/mobileye/211,2.0,1.5,1.5,0.5
