,/driver/blink/data,/driver/face_pitch/data,/driver/face_roll/data,/driver/face_yaw/data,/mobileye/01/data,/mobileye/02/data,/mobileye/03/data,/mobileye/04/data,/mobileye/06/data,/mobileye/07/data,/mobileye/08/data,/mobileye/09/data,/mobileye/10/data,/mobileye/11/data,/mobileye/12/data,/mobileye/13/data,/mobileye/14/data,/mobileye/15/data,/mobileye/16/data,/mobileye/17/data,/mobileye/18/data,/mobileye/19/data,/mobileye/20/data,/mobileye/21/data,/mobileye/22/data,/mobileye/23/data,/mobileye/24/data,/mobileye/25/data,/mobileye/26/data,/mobileye/27/data,/mobileye/28/data,/mobileye/29/data,/mobileye/30/data,/mobileye/31/data,/mobileye/32/data,/mobileye/33/data,/mobileye/34/data,/mobileye/35/data,/vehicle/acceleration/accel/linear/y,/vehicle/acceleration/accel/linear/x,/vehicle/acceleration/accel/linear/z,/vehicle/acceleration/accel/angular/y,/vehicle/acceleration/accel/angular/x,/vehicle/acceleration/accel/angular/z,/vehicle/analog/back_signal/data,/vehicle/analog/brake_signal/data,/vehicle/analog/speed_pulse/data,/vehicle/analog/turn_signal/data,/vehicle/extracted_can/brake_pedal_hydraulic/data,/vehicle/extracted_can/gas_pedal_position/data,/vehicle/extracted_can/headlight_state/data,/vehicle/extracted_can/seat_belt_state/data,/vehicle/extracted_can/speed/data,/vehicle/extracted_can/steering_angle/data,/vehicle/gnss/altitude,/vehicle/gnss/latitude,/vehicle/gnss/longitude,/vehicle/gnss/position_covariance,/vehicle/gnss/position_covariance_type,/vehicle/gnss/status
2017-01-22 08:39:59.440000057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07199999690055847,,,,,-162.0,,,,,,
2017-01-22 08:39:59.450000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,5.0,0.0,,,,,,,,,,,,
2017-01-22 08:39:59.460000038,,,,,2.0,2.0,-1.9600000381469727,0.9399999976158142,0.004791259765625,0.0,-0.12484607845544815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07199999690055847,0.0,,,,-163.5,,,,,,
2017-01-22 08:39:59.480000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,-163.5,,,,,,
2017-01-22 08:39:59.500000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09,0.012,1.047,0.0,0.0,0.0,False,True,5.0,0.0,0.07199999690055847,0.0,,,,-163.5,,,,,,
2017-01-22 08:39:59.519999980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07199999690055847,0.0,,,,-163.5,,,,,,
2017-01-22 08:39:59.539999961,,,,,2.0,2.0,-1.9800000190734863,0.9399999976158142,0.0047245025634765625,0.0,-0.12484607845544815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07199999690055847,0.0,,False,,-165.0,,,,,,
2017-01-22 08:39:59.549999952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,4.0,0.0,,,,,,,,,,,,
2017-01-22 08:39:59.559999942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08399999886751175,,,,,-165.0,,,,,,
2017-01-22 08:39:59.579999923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,-165.0,,,,,,
2017-01-22 08:39:59.599999904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.063,-0.023,1.031,0.0,0.0,0.0,False,True,4.0,2.0,0.09600000083446503,0.0,,,,-165.0,,,,,,
2017-01-22 08:39:59.619999885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09600000083446503,0.0,,,,-165.0,,,,,,
2017-01-22 08:39:59.640000104,,,,,2.0,2.0,-1.9800000190734863,0.9399999976158142,0.004734039306640625,0.0,-0.12484607845544815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05999999865889549,0.0,,,,-165.0,,,,,,
2017-01-22 08:39:59.650000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,4.0,2.0,,,,,,,,,,,,
2017-01-22 08:39:59.660000085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,-165.0,,,,,,
2017-01-22 08:39:59.680000066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,-165.0,,,,,,
2017-01-22 08:39:59.700000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.031,-0.051,1.039,0.0,0.0,0.0,False,True,4.0,2.0,,,,,,-165.0,,,,,,
2017-01-22 08:39:59.720000028,,,,,2.0,2.0,-1.9800000190734863,0.9399999976158142,0.004718780517578125,0.0,-0.12484607845544815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012000000104308128,0.0,,,,-165.0,,,,,,
2017-01-22 08:39:59.740000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,-165.0,,,,,,
2017-01-22 08:39:59.750000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,4.0,2.0,,,,,,,,,,,,
2017-01-22 08:39:59.759999990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,-165.0,,,,,,
2017-01-22 08:39:59.779999971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035999998450279236,0.0,,,,-165.0,,,,,,
2017-01-22 08:39:59.799999952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,-0.031,1.0,0.0,0.0,0.0,False,False,2.0,2.0,,0.0,,,2.0,-165.0,,,,,,
2017-01-22 08:39:59.819999933,,,,,2.0,2.0,-2.0,0.9399999976158142,0.004711151123046875,0.0,-0.12484607845544815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024000000208616257,,,,,-165.0,,,,,,
2017-01-22 08:39:59.839999914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024000000208616257,0.0,,False,,-165.0,,,,,,
2017-01-22 08:39:59.849999904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,2.0,2.0,,,,,,,,,,,,
2017-01-22 08:39:59.859999895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,-165.0,,,,,,
2017-01-22 08:39:59.880000114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,-165.0,,,,,,
2017-01-22 08:39:59.900000095,,,,,2.0,2.0,-2.0,0.9200000166893005,0.004734039306640625,0.0,-0.12484607845544815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.008,-0.023,1.109,0.0,0.0,0.0,False,False,2.0,2.0,0.0,0.0,,,,-165.0,,,,,,
2017-01-22 08:39:59.920000076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,-165.0,,,,,,
2017-01-22 08:39:59.940000057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,-165.0,,,,,,
2017-01-22 08:39:59.950000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,2.0,0.0,,,,,,,,,,,,
2017-01-22 08:39:59.960000038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,-165.0,,,,,,
2017-01-22 08:39:59.980000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,-165.0,,,,,,
2017-01-22 08:40:00.000000000,,,,,2.0,2.0,-2.0199999809265137,0.9200000166893005,0.0046634674072265625,0.0,-0.12484607845544815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.035,0.008,1.078,0.0,0.0,0.0,False,False,2.0,0.0,0.0,0.0,,,,-165.0,0.0,34.97381333333333,137.15400499999998,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,"{'status': 0, 'service': 0}"
2017-01-22 08:40:00.019999980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,-165.0,,,,,,
2017-01-22 08:40:00.039999961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,-165.0,,,,,,
2017-01-22 08:40:00.049999952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,2.0,0.0,,,,,,,,,,,,
2017-01-22 08:40:00.059999942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.5,,,,-165.0,,,,,,
2017-01-22 08:40:00.079999923,,,,,2.0,2.0,-2.0199999809265137,0.9200000166893005,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7.0,,,,-165.0,,,,,,
2017-01-22 08:40:00.099999904,,,,,,,,,0.004344940185546875,0.0,-0.12484607845544815,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.047,-0.02,1.062,0.0,0.0,0.0,False,False,2.0,0.0,0.0,,,,,-165.0,,,,,,
2017-01-22 08:40:00.119999885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,9.5,2.0,,,-165.0,,,,,,
2017-01-22 08:40:00.140000104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,,False,,-165.0,,,,,,
2017-01-22 08:40:00.150000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,2.0,0.0,,,,,,,,,,,,
2017-01-22 08:40:00.160000085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,,-165.0,,,,,,
2017-01-22 08:40:00.180000066,,,,,2.0,2.0,-2.0199999809265137,0.9200000166893005,0.0038776397705078125,0.0,-0.12484607845544815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.5,,,,-165.0,,,,,,
2017-01-22 08:40:00.200000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047,-0.039,1.074,0.0,0.0,0.0,False,False,2.0,0.0,0.0,15.0,,,,-165.0,,,,,,
2017-01-22 08:40:00.220000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,-165.0,,,,,,
2017-01-22 08:40:00.240000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,15.0,,,,-165.0,,,,,,
2017-01-22 08:40:00.250000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,2.0,0.0,,,,,,,,,,,,
2017-01-22 08:40:00.259999990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,15.5,,,,-165.0,,,,,,
2017-01-22 08:40:00.279999971,,,,,2.0,2.0,-2.0399999618530273,0.9200000166893005,0.003082275390625,0.0,-0.12484607845544815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,,,,-165.0,,,,,,
2017-01-22 08:40:00.299999952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,0.012,1.117,0.0,0.0,0.0,False,False,2.0,2.0,0.0,15.5,,,2.0,-165.0,,,,,,
2017-01-22 08:40:00.319999933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,16.0,,,,-165.0,,,,,,
2017-01-22 08:40:00.339999914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,16.5,,,,-165.0,,,,,,
2017-01-22 08:40:00.349999904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,2.0,2.0,,,,,,,,,,,,
2017-01-22 08:40:00.359999895,,,,,2.0,2.0,-2.0399999618530273,0.9200000166893005,0.00252532958984375,0.0,-0.12484607845544815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,-165.0,,,,,,
2017-01-22 08:40:00.380000114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,16.5,,,,-165.0,,,,,,
2017-01-22 08:40:00.400000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.098,-0.055,1.031,0.0,0.0,0.0,False,False,1.0,2.0,,17.0,,,,-163.5,,,,,,
2017-01-22 08:40:00.420000076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,17.0,,,,-163.5,,,,,,
2017-01-22 08:40:00.440000057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,17.0,,False,,-163.5,,,,,,
2017-01-22 08:40:00.450000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,1.0,2.0,,,,,,,,,,,,
2017-01-22 08:40:00.460000038,,,,,2.0,2.0,-2.059999942779541,0.9200000166893005,0.0021648406982421875,0.0,-0.12484607845544815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,17.5,,,,-163.5,,,,,,
2017-01-22 08:40:00.480000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,17.5,,,,-163.5,,,,,,
2017-01-22 08:40:00.500000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.086,-0.035,1.0,0.0,0.0,0.0,False,False,1.0,2.0,,,,,,-163.5,,,,,,
2017-01-22 08:40:00.519999980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,17.5,,,,-163.5,,,,,,
2017-01-22 08:40:00.539999961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,17.5,,,,-163.5,,,,,,
2017-01-22 08:40:00.549999952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,1.0,2.0,,,,,,,,,,,,
2017-01-22 08:40:00.559999942,,,,,2.0,2.0,-2.059999942779541,0.9200000166893005,0.001827239990234375,0.0,-0.12484607845544815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,17.5,,,,-163.5,,,,,,
2017-01-22 08:40:00.579999923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,17.5,,,,-163.5,,,,,,
2017-01-22 08:40:00.599999904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082,-0.082,1.059,0.0,0.0,0.0,False,False,1.0,2.0,0.0,17.5,,,,-163.5,,,,,,
2017-01-22 08:40:00.619999885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-163.5,,,,,,
2017-01-22 08:40:00.640000104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,17.5,,,,-163.5,,,,,,
2017-01-22 08:40:00.650000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,1.0,0.0,,,,,,,,,,,,
2017-01-22 08:40:00.660000085,,,,,2.0,2.0,-2.0799999237060547,0.8999999761581421,0.00159454345703125,0.0,-0.12484607845544815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,17.5,,,,-163.5,,,,,,
2017-01-22 08:40:00.680000066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,17.5,,,,-163.5,,,,,,
2017-01-22 08:40:00.700000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,-0.07,1.016,0.0,0.0,0.0,False,False,2.0,0.0,0.0,17.5,,,,-163.5,,,,,,
2017-01-22 08:40:00.720000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,17.5,,,,-163.5,,,,,,
2017-01-22 08:40:00.740000009,,,,,2.0,2.0,-2.0999999046325684,0.8999999761581421,0.0014667510986328125,0.0,-0.12484607845544815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5,,False,,-163.5,,,,,,
2017-01-22 08:40:00.750000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,2.0,0.0,,,,,,,,,,,,
2017-01-22 08:40:00.759999990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,-163.5,,,,,,
2017-01-22 08:40:00.779999971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,18.0,,,,-163.5,,,,,,
2017-01-22 08:40:00.799999952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,-0.063,1.051,0.0,0.0,0.0,False,False,2.0,0.0,0.0,18.0,,,4.0,-163.5,,,,,,
2017-01-22 08:40:00.819999933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,18.0,,,,-163.5,,,,,,
2017-01-22 08:40:00.839999914,,,,,2.0,2.0,-2.0999999046325684,0.8799999952316284,0.001483917236328125,0.0,-0.12484607845544815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,18.0,,,,-163.5,,,,,,
2017-01-22 08:40:00.849999904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,2.0,0.0,,,,,,,,,,,,
2017-01-22 08:40:00.859999895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,-163.5,,,,,,
2017-01-22 08:40:00.880000114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,-163.5,,,,,,
2017-01-22 08:40:00.900000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082,-0.059,1.047,0.0,0.0,0.0,False,False,2.0,0.0,0.0,18.0,,,,-163.5,,,,,,
2017-01-22 08:40:00.920000076,,,,,2.0,2.0,-2.140000104904175,0.8799999952316284,0.001682281494140625,0.0,-0.12484607845544815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,18.0,,,,-163.5,,,,,,
2017-01-22 08:40:00.940000057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,18.0,,,,-163.5,,,,,,
2017-01-22 08:40:00.950000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,2.0,0.0,,,,,,,,,,,,
2017-01-22 08:40:00.960000038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,18.0,,,,-163.5,,,,,,
2017-01-22 08:40:00.980000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,-163.5,,,,,,
2017-01-22 08:40:01.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,0.008,0.969,0.0,0.0,0.0,False,False,2.0,2.0,0.0,18.0,,,,-163.5,0.0,34.973814999999995,137.15399333333335,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,"{'status': 0, 'service': 0}"
2017-01-22 08:40:01.019999980,,,,,2.0,2.0,-2.1600000858306885,0.8600000143051147,0.001735687255859375,0.0,-0.12484607845544815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,-163.5,,,,,,
2017-01-22 08:40:01.039999961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,18.0,,False,,-163.5,,,,,,
2017-01-22 08:40:01.049999952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,2.0,2.0,,,,,,,,,,,,
2017-01-22 08:40:01.059999942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,18.0,,,,-163.5,,,,,,
2017-01-22 08:40:01.069999933,1.0,-9.100000381469727,2.0999999046325684,-7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-22 08:40:01.079999923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,18.5,,,,-163.5,,,,,,
2017-01-22 08:40:01.099999904,1.0,-8.399999618530273,-1.2999999523162842,-6.5,2.0,2.0,-2.180000066757202,0.8600000143051147,0.0016651153564453125,0.0,-0.12484607845544815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.078,0.008,1.043,0.0,0.0,0.0,False,False,2.0,2.0,,18.5,,,,-163.5,,,,,,
2017-01-22 08:40:01.119999885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,18.5,2.0,,,-163.5,,,,,,
2017-01-22 08:40:01.130000114,1.0,-8.5,-3.0,-4.699999809265137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-22 08:40:01.140000104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,19.0,,,,-163.5,,,,,,
2017-01-22 08:40:01.150000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,2.0,2.0,,,,,,,,,,,,
2017-01-22 08:40:01.160000085,1.0,-8.399999618530273,-4.400000095367432,-2.200000047683716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,-163.5,,,,,,
2017-01-22 08:40:01.180000066,,,,,2.0,2.0,-2.200000047683716,0.8399999737739563,0.001514434814453125,0.0,-0.12484607845544815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,19.0,,,,-163.5,,,,,,
2017-01-22 08:40:01.200000047,1.0,-8.5,-5.099999904632568,0.30000001192092896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.012,1.07,0.0,0.0,0.0,False,False,2.0,2.0,0.0,19.5,,,,-163.5,,,,,,
2017-01-22 08:40:01.220000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5,,,,-163.5,,,,,,
2017-01-22 08:40:01.230000019,1.0,-8.600000381469727,-6.099999904632568,1.600000023841858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-22 08:40:01.240000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,20.0,,,,-163.5,,,,,,
2017-01-22 08:40:01.250000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,2.0,2.0,,,,,,,,,,,,
2017-01-22 08:40:01.259999990,1.0,-8.399999618530273,-7.099999904632568,2.9000000953674316,2.0,2.0,-2.2200000286102295,0.8399999737739563,0.0013580322265625,0.0,-0.12484607845544815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,20.0,,,,-163.5,,,,,,
2017-01-22 08:40:01.279999971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,-163.5,,,,,,
2017-01-22 08:40:01.299999952,1.0,-8.399999618530273,-7.099999904632568,2.799999952316284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,-0.012,0.961,0.0,0.0,0.0,False,False,2.0,2.0,0.0,20.5,,,6.0,-163.5,,,,,,
2017-01-22 08:40:01.319999933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,20.5,,,,-163.5,,,,,,
2017-01-22 08:40:01.329999923,1.0,-10.399999618530273,-7.900000095367432,5.599999904632568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-22 08:40:01.339999914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5,,False,,-163.5,,,,,,
2017-01-22 08:40:01.349999904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,4.0,0.0,,,,,,,,,,,,
2017-01-22 08:40:01.359999895,1.0,-11.300000190734863,-8.5,9.600000381469727,2.0,2.0,-2.240000009536743,0.8199999928474426,0.0012722015380859375,0.0,-0.12484607845544815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,21.0,,,,-163.5,,,,,,
2017-01-22 08:40:01.380000114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,21.0,,,,-163.5,,,,,,
2017-01-22 08:40:01.400000095,1.0,-11.600000381469727,-8.300000190734863,10.199999809265137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.098,-0.012,1.016,0.0,0.0,0.0,False,False,4.0,0.0,0.0,21.0,,,,-163.5,,,,,,
2017-01-22 08:40:01.420000076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,-163.5,,,,,,
2017-01-22 08:40:01.430000066,1.0,-11.300000190734863,-8.0,7.199999809265137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
