,/driver/blink/data,/driver/face_pitch/data,/driver/face_roll/data,/driver/face_yaw/data,/mobileye/01/data,/mobileye/02/data,/mobileye/03/data,/mobileye/04/data,/mobileye/06/data,/mobileye/07/data,/mobileye/08/data,/mobileye/09/data,/mobileye/10/data,/mobileye/11/data,/mobileye/12/data,/mobileye/13/data,/mobileye/14/data,/mobileye/15/data,/mobileye/16/data,/mobileye/17/data,/mobileye/18/data,/mobileye/19/data,/mobileye/20/data,/mobileye/21/data,/mobileye/22/data,/mobileye/23/data,/mobileye/24/data,/mobileye/25/data,/mobileye/26/data,/mobileye/27/data,/mobileye/28/data,/mobileye/29/data,/mobileye/30/data,/mobileye/31/data,/mobileye/32/data,/mobileye/33/data,/mobileye/34/data,/mobileye/35/data,/vehicle/acceleration/accel/linear/y,/vehicle/acceleration/accel/linear/x,/vehicle/acceleration/accel/linear/z,/vehicle/acceleration/accel/angular/y,/vehicle/acceleration/accel/angular/x,/vehicle/acceleration/accel/angular/z,/vehicle/analog/back_signal/data,/vehicle/analog/brake_signal/data,/vehicle/analog/speed_pulse/data,/vehicle/analog/turn_signal/data,/vehicle/extracted_can/brake_pedal_hydraulic/data,/vehicle/extracted_can/gas_pedal_position/data,/vehicle/extracted_can/headlight_state/data,/vehicle/extracted_can/seat_belt_state/data,/vehicle/extracted_can/speed/data,/vehicle/extracted_can/steering_angle/data,/vehicle/gnss/altitude,/vehicle/gnss/latitude,/vehicle/gnss/longitude,/vehicle/gnss/position_covariance,/vehicle/gnss/position_covariance_type,/vehicle/gnss/status
2017-01-22 08:40:01.440000057,,,,,2.0,2.0,-2.299999952316284,0.7799999713897705,0.001338958740234375,0.0,-0.12484607845544815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,-165.0,,,,,,
2017-01-22 08:40:01.450000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,4.0,0.0,,,,,,,,,,,,
2017-01-22 08:40:01.460000038,1.0,-11.699999809265137,-8.0,8.399999618530273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,21.0,,,,-166.5,,,,,,
2017-01-22 08:40:01.480000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,21.5,,,,-166.5,,,,,,
2017-01-22 08:40:01.490000009,1.0,-11.699999809265137,-7.400000095367432,6.800000190734863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-22 08:40:01.500000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.109,-0.035,1.031,0.0,0.0,0.0,False,False,4.0,0.0,0.0,22.0,,,,-168.0,,,,,,
2017-01-22 08:40:01.519999980,,,,,2.0,2.0,-2.319999933242798,0.7799999713897705,0.001495361328125,0.0,-0.12484607845544815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,22.5,,,,-169.5,,,,,,
2017-01-22 08:40:01.529999971,1.0,-12.0,-8.0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-22 08:40:01.539999961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,-171.0,,,,,,
2017-01-22 08:40:01.549999952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,5.0,0.0,,,,,,,,,,,,
2017-01-22 08:40:01.559999942,1.0,-11.699999809265137,-7.900000095367432,4.800000190734863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,-172.5,,,,,,
2017-01-22 08:40:01.579999923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,23.5,,,,-175.5,,,,,,
2017-01-22 08:40:01.589999914,1.0,-12.600000381469727,-7.300000190734863,8.100000381469727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-22 08:40:01.599999904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,-0.059,0.984,0.0,0.0,0.0,False,False,5.0,0.0,0.0,24.5,,,,-175.5,,,,,,
2017-01-22 08:40:01.619999885,,,,,2.0,2.0,-2.359999895095825,0.7599999904632568,0.0015621185302734375,0.0,-0.12484607845544815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.0,,,,-178.5,,,,,,
2017-01-22 08:40:01.630000114,1.0,-12.199999809265137,-8.0,6.800000190734863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-22 08:40:01.640000104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.5,,False,,-181.5,,,,,,
2017-01-22 08:40:01.650000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,5.0,0.0,,,,,,,,,,,,
2017-01-22 08:40:01.660000085,1.0,-11.899999618530273,-7.900000095367432,4.300000190734863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,26.5,,,,-183.0,,,,,,
2017-01-22 08:40:01.680000066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-187.5,,,,,,
2017-01-22 08:40:01.690000057,1.0,-12.5,-7.099999904632568,5.900000095367432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-22 08:40:01.700000047,,,,,2.0,2.0,-2.4000000953674316,0.7400000095367432,0.001605987548828125,0.0,-0.12484607845544815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.133,-0.004,1.027,0.0,0.0,0.0,False,False,4.0,2.0,0.0,27.0,,,,-189.0,,,,,,
2017-01-22 08:40:01.720000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,27.5,,,,-193.5,,,,,,
2017-01-22 08:40:01.730000019,1.0,-13.600000381469727,-6.900000095367432,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-22 08:40:01.740000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,28.0,,,,-199.5,,,,,,
2017-01-22 08:40:01.750000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,4.0,2.0,,,,,,,,,,,,
2017-01-22 08:40:01.759999990,1.0,-20.0,-7.300000190734863,-2.0999999046325684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,28.5,,,,-205.5,,,,,,
2017-01-22 08:40:01.779999971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,29.0,,,,-208.5,,,,,,
2017-01-22 08:40:01.789999961,1.0,-20.5,-4.800000190734863,12.399999618530273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-22 08:40:01.799999952,,,,,2.0,2.0,-2.440000057220459,0.7200000286102295,0.00156402587890625,0.0,-0.12484607845544815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.109,0.035,1.055,0.0,0.0,0.0,False,False,5.0,2.0,,30.0,,,7.0,-217.5,,,,,,
2017-01-22 08:40:01.819999933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,-220.5,,,,,,
2017-01-22 08:40:01.829999923,,-20.5,-4.800000190734863,12.399999618530273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-22 08:40:01.839999914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,30.5,,,,-229.5,,,,,,
2017-01-22 08:40:01.849999904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,5.0,2.0,,,,,,,,,,,,
2017-01-22 08:40:01.859999895,,-20.5,-4.800000190734863,12.399999618530273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,31.0,,,,-238.5,,,,,,
2017-01-22 08:40:01.880000114,,,,,2.0,2.0,-2.4800000190734863,0.6800000071525574,0.00144195556640625,0.0,-0.12484607845544815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,32.0,,,,-243.0,,,,,,
2017-01-22 08:40:01.900000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.129,0.004,1.043,0.0,0.0,0.0,False,False,5.0,2.0,0.0,32.5,,,,-250.5,,,,,,
2017-01-22 08:40:01.920000076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,-258.0,,,,,,
2017-01-22 08:40:01.940000057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,False,,-261.0,,,,,,
2017-01-22 08:40:01.950000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7.0,2.0,,,,,,,,,,,,
2017-01-22 08:40:01.960000038,,,,,2.0,2.0,-2.559999942779541,0.6399999856948853,0.001262664794921875,0.0,-0.12484607845544815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,33.5,,,,-268.5,,,,,,
2017-01-22 08:40:01.980000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,34.0,,,,-276.0,,,,,,
2017-01-22 08:40:02.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.004,1.047,0.0,0.0,0.0,False,False,7.0,2.0,0.0,34.5,,,,-279.0,0.0,34.97382166666666,137.15397666666667,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,"{'status': 0, 'service': 0}"
2017-01-22 08:40:02.019999980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,34.5,,,,-285.0,,,,,,
2017-01-22 08:40:02.039999961,,,,,2.0,2.0,-2.619999885559082,0.6000000238418579,0.0010776519775390625,0.0,-0.12484607845544815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,-291.0,,,,,,
2017-01-22 08:40:02.049999952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,5.0,0.0,,,,,,,,,,,,
2017-01-22 08:40:02.059999942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,35.5,,,,-292.5,,,,,,
2017-01-22 08:40:02.079999923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,-298.5,,,,,,
2017-01-22 08:40:02.099999904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.172,0.051,1.055,0.0,0.0,0.0,False,False,5.0,0.0,0.0,35.5,,,,-303.0,,,,,,
2017-01-22 08:40:02.119999885,,,,,2.0,2.0,-2.680000066757202,0.5600000023841858,0.0008335113525390625,0.0,-0.12484607845544815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,36.0,2.0,,,-306.0,,,,,,
2017-01-22 08:40:02.140000104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,36.0,,,,-310.5,,,,,,
2017-01-22 08:40:02.150000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7.0,0.0,,,,,,,,,,,,
2017-01-22 08:40:02.160000085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,-315.0,,,,,,
2017-01-22 08:40:02.180000066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,36.0,,,,-316.5,,,,,,
2017-01-22 08:40:02.200000047,,,,,2.0,2.0,-2.740000009536743,0.5199999809265137,0.0004558563232421875,0.0,-0.12484607845544815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.141,0.105,1.062,0.0,0.0,0.0,False,False,7.0,0.0,0.0,36.0,,,,-321.0,,,,,,
2017-01-22 08:40:02.220000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,-325.5,,,,,,
2017-01-22 08:40:02.240000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,36.5,,False,,-328.5,,,,,,
2017-01-22 08:40:02.250000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7.0,0.0,,,,,,,,,,,,
2017-01-22 08:40:02.259999990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.5,,,,-331.5,,,,,,
2017-01-22 08:40:02.279999971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,36.5,,,,-336.0,,,,,,
2017-01-22 08:40:02.299999952,1.0,-17.399999618530273,2.4000000953674316,-21.5,2.0,2.0,-2.799999952316284,0.47999998927116394,0.0001125335693359375,0.0,-0.12484607845544815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.086,0.121,1.008,0.0,0.0,0.0,False,False,8.0,0.0,0.0,36.0,,,10.0,-339.0,,,,,,
2017-01-22 08:40:02.319999933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,36.0,,,,-342.0,,,,,,
2017-01-22 08:40:02.329999923,1.0,-19.0,0.6000000238418579,-16.200000762939453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-22 08:40:02.339999914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,-345.0,,,,,,
2017-01-22 08:40:02.349999904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7.0,0.0,,,,,,,,,,,,
2017-01-22 08:40:02.359999895,1.0,-23.399999618530273,-0.30000001192092896,1.899999976158142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,36.0,,,,-346.5,,,,,,
2017-01-22 08:40:02.380000114,,,,,2.0,2.0,-2.859999895095825,0.4399999976158142,-0.000293731689453125,0.0,-0.12484607845544815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,-349.5,,,,,,
2017-01-22 08:40:02.400000095,1.0,-17.700000762939453,-2.5,20.700000762939453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.152,0.035,1.027,0.0,0.0,0.0,False,False,8.0,2.0,0.0,36.0,,,,-351.0,,,,,,
2017-01-22 08:40:02.420000076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,36.0,,,,-351.0,,,,,,
2017-01-22 08:40:02.430000066,1.0,-14.899999618530273,-2.799999952316284,32.70000076293945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-22 08:40:02.440000057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,36.0,,,,-352.5,,,,,,
2017-01-22 08:40:02.450000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,8.0,2.0,,,,,,,,,,,,
2017-01-22 08:40:02.460000038,1.0,-14.899999618530273,-4.0,35.70000076293945,2.0,2.0,-2.940000057220459,0.3799999952316284,-0.0007877349853515625,0.0,-0.12484607845544815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,36.0,,,,-352.5,,,,,,
2017-01-22 08:40:02.480000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,-352.5,,,,,,
2017-01-22 08:40:02.490000009,1.0,-15.0,-4.099999904632568,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-22 08:40:02.500000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.137,0.062,0.984,0.0,0.0,0.0,False,False,8.0,2.0,,36.0,,,,-352.5,,,,,,
2017-01-22 08:40:02.519999980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,36.0,,,,-352.5,,,,,,
2017-01-22 08:40:02.529999971,1.0,-14.899999618530273,-4.300000190734863,38.20000076293945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-22 08:40:02.539999961,,,,,2.0,2.0,-3.0399999618530273,0.3199999928474426,-0.001216888427734375,0.0,-0.12484607845544815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,36.0,,False,,-352.5,,,,,,
2017-01-22 08:40:02.549999952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,8.0,2.0,,,,,,,,,,,,
2017-01-22 08:40:02.559999942,1.0,-15.0,-4.800000190734863,38.70000076293945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,36.0,,,,-352.5,,,,,,
2017-01-22 08:40:02.579999923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,36.0,,,,-352.5,,,,,,
2017-01-22 08:40:02.589999914,1.0,-15.199999809265137,-4.599999904632568,39.70000076293945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-22 08:40:02.599999904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.172,0.055,1.027,0.0,0.0,0.0,False,False,8.0,2.0,0.0,,,,,-352.5,,,,,,
2017-01-22 08:40:02.619999885,,,,,2.0,2.0,-3.140000104904175,0.23999999463558197,-0.001556396484375,0.0,-0.12484607845544815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.5,,,,-352.5,,,,,,
2017-01-22 08:40:02.630000114,1.0,-15.800000190734863,-4.099999904632568,40.599998474121094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-22 08:40:02.640000104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,35.5,,,,-352.5,,,,,,
2017-01-22 08:40:02.650000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,8.0,2.0,,,,,,,,,,,,
2017-01-22 08:40:02.660000085,1.0,-15.399999618530273,-3.9000000953674316,40.599998474121094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,35.5,,,,-352.5,,,,,,
2017-01-22 08:40:02.680000066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,35.5,,,,-352.5,,,,,,
2017-01-22 08:40:02.690000057,1.0,-15.399999618530273,-4.0,40.599998474121094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-22 08:40:02.700000047,,,,,2.0,2.0,-3.359999895095825,0.07999999821186066,-0.0009670257568359375,0.0,-0.12484607845544815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.16,0.035,0.937,0.0,0.0,0.0,False,False,9.0,2.0,0.0,35.5,,,,-352.5,,,,,,
2017-01-22 08:40:02.720000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,35.5,,,,-352.5,,,,,,
2017-01-22 08:40:02.730000019,1.0,-15.399999618530273,-3.9000000953674316,40.599998474121094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-22 08:40:02.740000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-352.5,,,,,,
2017-01-22 08:40:02.750000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9.0,0.0,,,,,,,,,,,,
2017-01-22 08:40:02.759999990,1.0,-15.0,-4.099999904632568,39.70000076293945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,36.0,,,,-352.5,,,,,,
2017-01-22 08:40:02.779999971,,,,,2.0,2.0,-3.4800000190734863,0.0,-0.00156402587890625,0.0,-0.12484607845544815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,36.0,,,,-352.5,,,,,,
2017-01-22 08:40:02.789999961,1.0,-14.600000381469727,-4.300000190734863,38.900001525878906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-22 08:40:02.799999952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.203,0.156,1.141,0.0,0.0,0.0,False,False,9.0,0.0,0.0,36.0,,,12.0,-352.5,,,,,,
2017-01-22 08:40:02.819999933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,36.0,,,,-352.5,,,,,,
2017-01-22 08:40:02.829999923,1.0,-14.199999809265137,-4.400000095367432,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-22 08:40:02.839999914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,36.0,,False,,-352.5,,,,,,
2017-01-22 08:40:02.849999904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9.0,0.0,,,,,,,,,,,,
2017-01-22 08:40:02.859999895,1.0,-15.300000190734863,-3.799999952316284,35.20000076293945,2.0,2.0,-3.619999885559082,-0.10000000149011612,-0.0015354156494140625,0.0,-0.12484607845544815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,-352.5,,,,,,
2017-01-22 08:40:02.880000114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,-352.5,,,,,,
2017-01-22 08:40:02.890000104,1.0,-3.799999952316284,0.5,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-22 08:40:02.900000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,0.086,1.031,0.0,0.0,0.0,False,False,11.0,0.0,0.0,36.0,,,,-351.0,,,,,,
2017-01-22 08:40:02.920000076,1.0,-11.399999618530273,4.0,6.099999904632568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,36.0,,,,-349.5,,,,,,
2017-01-22 08:40:02.940000057,,,,,2.0,2.0,-3.759999990463257,-0.2199999988079071,-0.0011615753173828125,0.0,-0.12484607845544815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,36.0,,,,-349.5,,,,,,
2017-01-22 08:40:02.950000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9.0,0.0,,,,,,,,,,,,
2017-01-22 08:40:02.960000038,1.0,-13.100000381469727,0.6000000238418579,3.200000047683716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,36.0,,,,-348.0,,,,,,
2017-01-22 08:40:02.980000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,-346.5,,,,,,
2017-01-22 08:40:03.000000000,1.0,-14.699999809265137,-1.2999999523162842,-1.2999999523162842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.105,1.094,0.0,0.0,0.0,False,False,11.0,0.0,0.0,,,,,-346.5,0.0,34.97382833333333,137.15396166666667,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,"{'status': 0, 'service': 0}"
2017-01-22 08:40:03.019999980,,,,,2.0,2.0,-3.9200000762939453,-0.3400000035762787,-0.000759124755859375,0.0,-0.12484607845544815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,36.0,,,,-343.5,,,,,,
2017-01-22 08:40:03.029999971,1.0,-16.0,-1.899999976158142,-6.699999809265137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-22 08:40:03.039999961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,36.0,,,,-342.0,,,,,,
2017-01-22 08:40:03.049999952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,11.0,0.0,,,,,,,,,,,,
2017-01-22 08:40:03.059999942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,36.0,,,,-340.5,,,,,,
2017-01-22 08:40:03.069999933,1.0,-13.899999618530273,-1.899999976158142,-14.100000381469727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-22 08:40:03.079999923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,36.0,,,,-339.0,,,,,,
2017-01-22 08:40:03.099999904,1.0,-13.5,-1.5,-19.399999618530273,2.0,2.0,-4.079999923706055,-0.47999998927116394,-0.0001735687255859375,0.0,-0.12484607845544815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.109,0.219,1.039,0.0,0.0,0.0,False,False,12.0,2.0,,36.0,,,,-336.0,,,,,,
