,/driver/blink,/driver/eye_open,/driver/eye_opening_rate,/driver/face_pitch,/driver/face_roll,/driver/face_yaw,/driver/gaze_horizontal,/driver/gaze_vertical,/gps_m2/distance/from_last_intersection,/gps_m2/distance/to_next_intersection,/gps_m2/link_id,/gps_m2/road/curvature,/gps_m2/road/intersection,/gps_m2/road/lanes,/gps_m2/road/traffic_light,/gps_m2/road/type,/gps_m2/road/width,/gps_m2/vehicle/acceleration,/gps_m2/vehicle/back_state,/gps_m2/vehicle/direction,/gps_m2/vehicle/gnss,/gps_m2/vehicle/gnss_reliability,/gps_m2/vehicle/movement,/gps_m2/vehicle/pitch_angle,/gps_m2/vehicle/speed,/gps_m2/vehicle/turn_state,/gps_m2/vehicle/yaw_rate,/mobileye/01,/mobileye/02,/mobileye/03,/mobileye/04,/mobileye/06,/mobileye/07,/mobileye/08,/mobileye/09,/mobileye/10,/mobileye/11,/mobileye/12,/mobileye/13,/mobileye/14,/mobileye/15,/mobileye/16,/mobileye/17,/mobileye/18,/mobileye/19,/mobileye/20,/mobileye/21,/mobileye/22,/mobileye/23,/mobileye/24,/mobileye/25,/mobileye/26,/mobileye/27,/mobileye/28,/mobileye/29,/mobileye/30,/mobileye/31,/mobileye/32,/mobileye/33,/mobileye/34,/mobileye/35,/mobileye/36,/mobileye/37,/mobileye/38,/mobileye/39,/mobileye/40,/mobileye/41,/mobileye/42,/mobileye/43,/mobileye/44,/mobileye/45,/mobileye/46,/mobileye/47,/mobileye/48,/mobileye/49,/mobileye/50,/mobileye/51,/vehicle/acceleration,/vehicle/analog/back_signal,/vehicle/analog/brake_signal,/vehicle/analog/speed_pulse,/vehicle/analog/turn_signal,/vehicle/extracted_can/brake_pedal_hydraulic,/vehicle/extracted_can/gas_pedal_position,/vehicle/extracted_can/headlight_state,/vehicle/extracted_can/seat_belt_state,/vehicle/extracted_can/speed,/vehicle/extracted_can/steering_angle,/vehicle/gnss,/driver/heart_rate,/mobileye/05,/mobileye/1044,/mobileye/1045,/mobileye/1046,/mobileye/1047,/mobileye/1048,/mobileye/1049,/mobileye/1050,/mobileye/52,/mobileye/53,/mobileye/54,/mobileye/55,/mobileye/56,/mobileye/57,/mobileye/58,/mobileye/59,/mobileye/60,/mobileye/61,/mobileye/62,/mobileye/63,/mobileye/64,/mobileye/65,/mobileye/66,/mobileye/67,/mobileye/68,/mobileye/69,/mobileye/70,/mobileye/71,/mobileye/72,/mobileye/73,/mobileye/74,/mobileye/75,/mobileye/76,/mobileye/77,/mobileye/78,/mobileye/79,/mobileye/80,/mobileye/81,/mobileye/82,/mobileye/83,/mobileye/1051,/mobileye/1052,/mobileye/1053,/mobileye/1054,/mobileye/1055,/mobileye/1056,/mobileye/1057,/mobileye/100,/mobileye/101,/mobileye/102,/mobileye/103,/mobileye/104,/mobileye/105,/mobileye/1058,/mobileye/1059,/mobileye/106,/mobileye/1060,/mobileye/1061,/mobileye/1062,/mobileye/1063,/mobileye/1064,/mobileye/1065,/mobileye/1066,/mobileye/1067,/mobileye/1068,/mobileye/1069,/mobileye/107,/mobileye/1070,/mobileye/1071,/mobileye/1072,/mobileye/1073,/mobileye/1074,/mobileye/1075,/mobileye/1076,/mobileye/1077,/mobileye/1078,/mobileye/1079,/mobileye/108,/mobileye/1080,/mobileye/1081,/mobileye/1082,/mobileye/1083,/mobileye/1084,/mobileye/1085,/mobileye/109,/mobileye/110,/mobileye/111,/mobileye/112,/mobileye/113,/mobileye/114,/mobileye/115,/mobileye/116,/mobileye/117,/mobileye/118,/mobileye/119,/mobileye/120,/mobileye/121,/mobileye/122,/mobileye/123,/mobileye/124,/mobileye/125,/mobileye/126,/mobileye/127,/mobileye/128,/mobileye/129,/mobileye/130,/mobileye/131,/mobileye/84,/mobileye/85,/mobileye/86,/mobileye/87,/mobileye/88,/mobileye/89,/mobileye/90,/mobileye/91,/mobileye/92,/mobileye/93,/mobileye/94,/mobileye/95,/mobileye/96,/mobileye/97,/mobileye/98,/mobileye/99,/mobileye/1086,/mobileye/1087,/mobileye/1088,/mobileye/1089,/mobileye/1090,/mobileye/1091,/mobileye/1092,/mobileye/132,/mobileye/133,/mobileye/134,/mobileye/135,/mobileye/136,/mobileye/137,/mobileye/138,/mobileye/139,/mobileye/140,/mobileye/141,/mobileye/142,/mobileye/143,/mobileye/144,/mobileye/145,/mobileye/146,/mobileye/147,/mobileye/148,/mobileye/149,/mobileye/150,/mobileye/151,/mobileye/152,/mobileye/153,/mobileye/154,/mobileye/155,/mobileye/156,/mobileye/157,/mobileye/158,/mobileye/159,/mobileye/160,/mobileye/161,/mobileye/162,/mobileye/163,/mobileye/1093,/mobileye/1094,/mobileye/1095,/mobileye/1096,/mobileye/1097,/mobileye/1098,/mobileye/1099,/mobileye/1100,/mobileye/1101,/mobileye/1102,/mobileye/1103,/mobileye/1104,/mobileye/1105,/mobileye/1106,/mobileye/164,/mobileye/165,/mobileye/166,/mobileye/167,/mobileye/168,/mobileye/169,/mobileye/170,/mobileye/171,/mobileye/172,/mobileye/173,/mobileye/174,/mobileye/175,/mobileye/176,/mobileye/177,/mobileye/178,/mobileye/179,/mobileye/1107,/mobileye/1108,/mobileye/1109,/mobileye/1110,/mobileye/1111,/mobileye/1112,/mobileye/1113,/mobileye/1114,/mobileye/1115,/mobileye/1116,/mobileye/1117,/mobileye/1118,/mobileye/1119,/mobileye/1120,/mobileye/180,/mobileye/181,/mobileye/182,/mobileye/183,/mobileye/184,/mobileye/185,/mobileye/186,/mobileye/187,/mobileye/188,/mobileye/189,/mobileye/190,/mobileye/191,/mobileye/192,/mobileye/193,/mobileye/194,/mobileye/195,/mobileye/196,/mobileye/197,/mobileye/198,/mobileye/199,/mobileye/200,/mobileye/201,/mobileye/202,/mobileye/203,/mobileye/204,/mobileye/205,/mobileye/206,/mobileye/207,/mobileye/208,/mobileye/209,/mobileye/210,/mobileye/211
0,179.0,107.0,107.0,179.0,179.0,179.0,159.0,159.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,60.0,60.0,60.0,60.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,119.0,119.0,119.0,119.0,249.0,188.0,6.0,20.0,248.0,299.0,5.0,6.0,63.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,17.0,17.0,17.0,17.0,17.0,17.0,43.0,43.0,17.0,43.0,43.0,43.0,43.0,43.0,32.0,32.0,32.0,32.0,32.0,17.0,32.0,32.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,17.0,3.0,3.0,3.0,3.0,3.0,3.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1,135.0,134.0,134.0,137.0,137.0,137.0,132.0,132.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,43.0,43.0,43.0,43.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,59.0,119.0,119.0,119.0,119.0,247.0,251.0,6.0,20.0,247.0,299.0,5.0,6.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,26.0,26.0,26.0,26.0,26.0,3.0,26.0,26.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,9.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,42.0,54.0,54.0,50.0,50.0,50.0,32.0,32.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,64.0,64.0,64.0,64.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,59.0,119.0,119.0,119.0,119.0,245.0,253.0,6.0,20.0,12.0,295.0,5.0,6.0,1.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,2.0,2.0,2.0,2.0,2.0,2.0,32.0,32.0,2.0,32.0,32.0,32.0,32.0,32.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,74.0,137.0,137.0,88.0,88.0,88.0,61.0,61.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,59.0,119.0,119.0,119.0,119.0,246.0,188.0,6.0,20.0,11.0,299.0,5.0,6.0,59.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,19.0,19.0,19.0,19.0,19.0,19.0,13.0,13.0,19.0,13.0,13.0,13.0,13.0,13.0,1.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,19.0,5.0,5.0,5.0,5.0,5.0,5.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,141.0,154.0,154.0,141.0,141.0,141.0,121.0,121.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,56.0,56.0,56.0,56.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,59.0,119.0,119.0,119.0,119.0,248.0,254.0,6.0,20.0,248.0,299.0,5.0,6.0,1.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,7.0,7.0,7.0,7.0,7.0,7.0,13.0,13.0,7.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,7.0,13.0,13.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,66.0,95.0,95.0,70.0,70.0,70.0,163.0,163.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,61.0,61.0,61.0,61.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,59.0,119.0,119.0,119.0,119.0,247.0,189.0,6.0,20.0,12.0,299.0,5.0,6.0,1.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,8.0,8.0,8.0,8.0,8.0,8.0,31.0,31.0,8.0,31.0,31.0,31.0,31.0,31.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,179.0,134.0,134.0,179.0,179.0,179.0,137.0,137.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,45.0,45.0,45.0,45.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,59.0,119.0,119.0,119.0,119.0,248.0,253.0,6.0,20.0,248.0,299.0,5.0,6.0,1.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,164.0,77.0,77.0,165.0,165.0,165.0,153.0,153.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,59.0,119.0,119.0,119.0,119.0,248.0,254.0,6.0,20.0,12.0,299.0,5.0,6.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
