,/driver/blink/data,/driver/face_pitch/data,/driver/face_roll/data,/driver/face_yaw/data,/mobileye/01/data,/mobileye/02/data,/mobileye/03/data,/mobileye/04/data,/mobileye/06/data,/mobileye/07/data,/mobileye/08/data,/mobileye/09/data,/mobileye/10/data,/mobileye/11/data,/mobileye/12/data,/mobileye/13/data,/mobileye/14/data,/mobileye/15/data,/mobileye/16/data,/mobileye/17/data,/mobileye/18/data,/mobileye/19/data,/mobileye/20/data,/mobileye/21/data,/mobileye/22/data,/mobileye/23/data,/mobileye/24/data,/mobileye/25/data,/mobileye/26/data,/mobileye/27/data,/mobileye/28/data,/mobileye/29/data,/mobileye/30/data,/mobileye/31/data,/mobileye/32/data,/mobileye/33/data,/mobileye/34/data,/mobileye/35/data,/vehicle/acceleration/accel/linear/y,/vehicle/acceleration/accel/linear/x,/vehicle/acceleration/accel/linear/z,/vehicle/acceleration/accel/angular/y,/vehicle/acceleration/accel/angular/x,/vehicle/acceleration/accel/angular/z,/vehicle/analog/back_signal/data,/vehicle/analog/brake_signal/data,/vehicle/analog/speed_pulse/data,/vehicle/analog/turn_signal/data,/vehicle/extracted_can/brake_pedal_hydraulic/data,/vehicle/extracted_can/gas_pedal_position/data,/vehicle/extracted_can/headlight_state/data,/vehicle/extracted_can/seat_belt_state/data,/vehicle/extracted_can/speed/data,/vehicle/extracted_can/steering_angle/data,/vehicle/gnss/altitude,/vehicle/gnss/latitude,/vehicle/gnss/longitude,/vehicle/gnss/position_covariance_type
2017-01-22 08:39:58.239346376,1.0,-5.099999904632568,0.6000000238418579,-13.100000381469727,2.0,2.0,-1.7599999904632568,0.9599999785423279,0.00855255126953125,0.0,-0.12484607845544815,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.25,-2048.0,250.0,0.0,8.0,38.25,3.875,0.0,0.0,10.0625,0.0,3.0,0.0,-1.0,1.399999976158142,254.0,2.0,-2048.0,15.149999618530273,-5.869999885559082,-0.129,0.027,1.0,0.0,0.0,0.0,0.0,1.0,11.0,2.0,0.2879999876022339,0.0,2.0,0.0,8.0,-71.25,0.0,34.97381,137.15401833333334,0.0
2017-01-22 08:39:58.262718925,1.0,-5.099999904632568,0.6000000238418579,-13.100000381469727,2.0,2.0,-1.7599999904632568,0.9599999785423279,0.00855255126953125,0.0,-0.12484607845544815,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.25,-2048.0,250.0,0.0,8.0,38.25,3.875,0.0,0.0,10.0625,0.0,3.0,0.0,-1.0,1.399999976158142,254.0,2.0,-2048.0,15.149999618530273,-5.869999885559082,-0.129,0.027,1.0,0.0,0.0,0.0,0.0,1.0,11.0,2.0,0.2879999876022339,0.0,2.0,0.0,8.0,-75.0,0.0,34.97381,137.15401833333334,0.0
2017-01-22 08:39:58.286091474,1.0,-5.099999904632568,0.6000000238418579,-13.100000381469727,2.0,2.0,-1.7599999904632568,0.9599999785423279,0.00855255126953125,0.0,-0.12484607845544815,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.25,-2048.0,250.0,0.0,8.0,38.25,3.875,0.0,0.0,10.0625,0.0,3.0,0.0,-1.0,1.399999976158142,254.0,2.0,-2048.0,15.149999618530273,-5.869999885559082,-0.09,-0.027,1.09,0.0,0.0,0.0,0.0,1.0,11.0,2.0,0.2879999876022339,0.0,2.0,0.0,8.0,-75.0,0.0,34.97381,137.15401833333334,0.0
2017-01-22 08:39:58.309464023,1.0,-5.099999904632568,0.6000000238418579,-13.100000381469727,2.0,2.0,-1.7599999904632568,0.9599999785423279,0.00855255126953125,0.0,-0.12484607845544815,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.25,-2048.0,250.0,0.0,8.0,38.25,3.875,0.0,0.0,10.0625,0.0,3.0,0.0,-1.0,1.399999976158142,254.0,2.0,-2048.0,15.149999618530273,-5.869999885559082,-0.09,-0.027,1.09,0.0,0.0,0.0,0.0,1.0,11.0,2.0,0.31200000643730164,0.0,2.0,0.0,8.0,-78.0,0.0,34.97381,137.15401833333334,0.0
2017-01-22 08:39:58.332836572,1.0,-5.099999904632568,0.6000000238418579,-13.100000381469727,2.0,2.0,-1.7999999523162842,0.9599999785423279,0.0063877105712890625,0.0,-0.12484607845544815,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.125,-2048.0,250.0,0.0,8.0,40.125,4.25,0.0,0.0,10.25,0.0,3.0,0.0,-1.0,1.399999976158142,254.0,2.0,-2048.0,15.029999732971191,-6.099999904632568,-0.09,-0.027,1.09,0.0,0.0,0.0,0.0,1.0,11.0,2.0,0.31200000643730164,0.0,2.0,0.0,8.0,-79.5,0.0,34.97381,137.15401833333334,0.0
2017-01-22 08:39:58.356209121,1.0,-5.099999904632568,0.6000000238418579,-13.100000381469727,2.0,2.0,-1.7999999523162842,0.9599999785423279,0.0063877105712890625,0.0,-0.12484607845544815,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.125,-2048.0,250.0,0.0,8.0,40.125,4.25,0.0,0.0,10.25,0.0,3.0,0.0,-1.0,1.399999976158142,254.0,2.0,-2048.0,15.029999732971191,-6.099999904632568,-0.09,-0.027,1.09,0.0,0.0,0.0,0.0,1.0,11.0,2.0,0.31200000643730164,0.0,2.0,0.0,8.0,-81.0,0.0,34.97381,137.15401833333334,0.0
2017-01-22 08:39:58.379581670,1.0,-5.099999904632568,0.6000000238418579,-13.100000381469727,2.0,2.0,-1.7999999523162842,0.9599999785423279,0.0063877105712890625,0.0,-0.12484607845544815,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.125,-2048.0,250.0,0.0,8.0,40.125,4.25,0.0,0.0,10.25,0.0,3.0,0.0,-1.0,1.399999976158142,254.0,2.0,-2048.0,15.029999732971191,-6.099999904632568,-0.102,0.008,0.996,0.0,0.0,0.0,0.0,1.0,11.0,2.0,0.31200000643730164,0.0,2.0,0.0,8.0,-84.75,0.0,34.97381,137.15401833333334,0.0
2017-01-22 08:39:58.402954219,1.0,-5.099999904632568,0.6000000238418579,-13.100000381469727,2.0,2.0,-1.7999999523162842,0.9599999785423279,0.0058040618896484375,0.0,-0.12484607845544815,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41.5,-2048.0,250.0,0.0,8.0,41.5,4.5,0.0,0.0,10.5,0.0,3.0,0.0,-1.0,1.399999976158142,254.0,2.0,-2048.0,15.029999732971191,-6.230000019073486,-0.102,0.008,0.996,0.0,0.0,0.0,0.0,1.0,11.0,2.0,0.31200000643730164,0.0,2.0,0.0,8.0,-85.5,0.0,34.97381,137.15401833333334,0.0
2017-01-22 08:39:58.426326768,1.0,-5.099999904632568,0.6000000238418579,-13.100000381469727,2.0,2.0,-1.7999999523162842,0.9599999785423279,0.0058040618896484375,0.0,-0.12484607845544815,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41.5,-2048.0,250.0,0.0,8.0,41.5,4.5,0.0,0.0,10.5,0.0,3.0,0.0,-1.0,1.399999976158142,254.0,2.0,-2048.0,15.029999732971191,-6.230000019073486,-0.102,0.008,0.996,0.0,0.0,0.0,0.0,1.0,11.0,2.0,0.31200000643730164,0.0,2.0,0.0,8.0,-87.0,0.0,34.97381,137.15401833333334,0.0
2017-01-22 08:39:58.449699317,1.0,-5.099999904632568,0.6000000238418579,-13.100000381469727,2.0,2.0,-1.7999999523162842,0.9599999785423279,0.0058040618896484375,0.0,-0.12484607845544815,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41.5,-2048.0,250.0,0.0,8.0,41.5,4.5,0.0,0.0,10.5,0.0,3.0,0.0,-1.0,1.399999976158142,254.0,2.0,-2048.0,15.029999732971191,-6.230000019073486,-0.102,0.008,0.996,0.0,0.0,0.0,0.0,1.0,9.0,2.0,0.31200000643730164,0.0,2.0,0.0,8.0,-87.0,0.0,34.97381,137.15401833333334,0.0
2017-01-22 08:39:58.473071866,1.0,-5.099999904632568,0.6000000238418579,-13.100000381469727,2.0,2.0,-1.7999999523162842,0.9599999785423279,0.0058040618896484375,0.0,-0.12484607845544815,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41.5,-2048.0,250.0,0.0,8.0,41.5,4.5,0.0,0.0,10.5,0.0,3.0,0.0,-1.0,1.399999976158142,254.0,2.0,-2048.0,15.029999732971191,-6.230000019073486,-0.102,0.008,0.996,0.0,0.0,0.0,0.0,1.0,9.0,2.0,0.31200000643730164,0.0,2.0,0.0,8.0,-88.5,0.0,34.97381,137.15401833333334,0.0
2017-01-22 08:39:58.496444415,1.0,-5.099999904632568,0.6000000238418579,-13.100000381469727,2.0,2.0,-1.7999999523162842,0.9599999785423279,0.0058040618896484375,0.0,-0.12484607845544815,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41.5,-2048.0,250.0,0.0,8.0,41.5,4.5,0.0,0.0,10.5,0.0,3.0,0.0,-1.0,1.399999976158142,254.0,2.0,-2048.0,15.029999732971191,-6.230000019073486,-0.137,0.027,1.008,0.0,0.0,0.0,0.0,1.0,9.0,2.0,0.31200000643730164,0.0,2.0,0.0,8.0,-90.0,0.0,34.97381,137.15401833333334,0.0
2017-01-22 08:39:58.519816964,1.0,-5.099999904632568,0.6000000238418579,-13.100000381469727,2.0,2.0,-1.8200000524520874,0.9599999785423279,0.0054264068603515625,0.0,-0.12484607845544815,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41.625,-2048.0,250.0,0.0,8.0,41.625,4.5625,0.0,0.0,10.375,0.0,3.0,0.0,-1.0,1.399999976158142,254.0,2.0,-2048.0,14.850000381469727,-6.329999923706055,-0.137,0.027,1.008,0.0,0.0,0.0,0.0,1.0,9.0,2.0,0.31200000643730164,0.0,2.0,0.0,8.0,-90.75,0.0,34.97381,137.15401833333334,0.0
2017-01-22 08:39:58.543189513,1.0,-5.099999904632568,0.6000000238418579,-13.100000381469727,2.0,2.0,-1.8200000524520874,0.9599999785423279,0.0054264068603515625,0.0,-0.12484607845544815,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41.625,-2048.0,250.0,0.0,8.0,41.625,4.5625,0.0,0.0,10.375,0.0,3.0,0.0,-1.0,1.399999976158142,254.0,2.0,-2048.0,14.850000381469727,-6.329999923706055,-0.137,0.027,1.008,0.0,0.0,0.0,0.0,1.0,9.0,2.0,0.31200000643730164,0.0,2.0,0.0,8.0,-91.5,0.0,34.97381,137.15401833333334,0.0
2017-01-22 08:39:58.566562062,1.0,-5.099999904632568,0.6000000238418579,-13.100000381469727,2.0,2.0,-1.8200000524520874,0.9599999785423279,0.0054264068603515625,0.0,-0.12484607845544815,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41.625,-2048.0,250.0,0.0,8.0,41.625,4.5625,0.0,0.0,10.375,0.0,3.0,0.0,-1.0,1.399999976158142,254.0,2.0,-2048.0,14.850000381469727,-6.329999923706055,-0.137,0.027,1.008,0.0,0.0,0.0,0.0,1.0,9.0,2.0,0.3240000009536743,0.0,2.0,0.0,8.0,-93.0,0.0,34.97381,137.15401833333334,0.0
2017-01-22 08:39:58.589934611,1.0,-5.099999904632568,0.6000000238418579,-13.100000381469727,2.0,2.0,-1.8200000524520874,0.9599999785423279,0.0054264068603515625,0.0,-0.12484607845544815,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41.625,-2048.0,250.0,0.0,8.0,41.625,4.5625,0.0,0.0,10.375,0.0,3.0,0.0,-1.0,1.399999976158142,254.0,2.0,-2048.0,14.850000381469727,-6.329999923706055,-0.156,-0.043,1.035,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.3240000009536743,0.0,2.0,0.0,8.0,-94.5,0.0,34.97381,137.15401833333334,0.0
2017-01-22 08:39:58.613307160,1.0,-5.099999904632568,0.6000000238418579,-13.100000381469727,2.0,2.0,-1.840000033378601,0.9599999785423279,0.0072574615478515625,0.0,-0.12484607845544815,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.5625,-2048.0,250.0,0.0,8.0,42.5625,4.8125,0.0,0.0,10.3125,0.0,3.0,0.0,-1.0,1.399999976158142,254.0,2.0,-2048.0,14.279999732971191,-6.539999961853027,-0.156,-0.043,1.035,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.335999995470047,0.0,2.0,0.0,8.0,-94.5,0.0,34.97381,137.15401833333334,0.0
2017-01-22 08:39:58.636679709,1.0,-5.099999904632568,0.6000000238418579,-13.100000381469727,2.0,2.0,-1.840000033378601,0.9599999785423279,0.0072574615478515625,0.0,-0.12484607845544815,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.5625,-2048.0,250.0,0.0,8.0,42.5625,4.8125,0.0,0.0,10.3125,0.0,3.0,0.0,-1.0,1.399999976158142,254.0,2.0,-2048.0,14.279999732971191,-6.539999961853027,-0.156,-0.043,1.035,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.335999995470047,0.0,2.0,0.0,8.0,-97.5,0.0,34.97381,137.15401833333334,0.0
2017-01-22 08:39:58.660052258,1.0,-5.099999904632568,0.6000000238418579,-13.100000381469727,2.0,2.0,-1.840000033378601,0.9599999785423279,0.0072574615478515625,0.0,-0.12484607845544815,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.5625,-2048.0,250.0,0.0,8.0,42.5625,4.8125,0.0,0.0,10.3125,0.0,3.0,0.0,-1.0,1.399999976158142,254.0,2.0,-2048.0,14.279999732971191,-6.539999961853027,-0.156,-0.043,1.035,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.335999995470047,0.0,2.0,0.0,8.0,-99.0,0.0,34.97381,137.15401833333334,0.0
2017-01-22 08:39:58.683424807,1.0,-5.099999904632568,0.6000000238418579,-13.100000381469727,2.0,2.0,-1.8600000143051147,0.9599999785423279,0.0061855316162109375,0.0,-0.12484607845544815,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44.5625,-2048.0,250.0,0.0,8.0,44.5625,5.375,0.0,0.0,10.75,0.0,3.0,0.0,-1.0,1.399999976158142,254.0,2.0,-2048.0,14.9399995803833,-6.929999828338623,-0.117,-0.07,1.023,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.335999995470047,0.0,2.0,0.0,8.0,-102.0,0.0,34.97381,137.15401833333334,0.0
2017-01-22 08:39:58.706797356,1.0,-5.099999904632568,0.6000000238418579,-13.100000381469727,2.0,2.0,-1.8600000143051147,0.9599999785423279,0.0061855316162109375,0.0,-0.12484607845544815,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44.5625,-2048.0,250.0,0.0,8.0,44.5625,5.375,0.0,0.0,10.75,0.0,3.0,0.0,-1.0,1.399999976158142,254.0,2.0,-2048.0,14.9399995803833,-6.929999828338623,-0.117,-0.07,1.023,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.335999995470047,0.0,2.0,0.0,8.0,-105.0,0.0,34.97381,137.15401833333334,0.0
2017-01-22 08:39:58.730169905,1.0,-5.099999904632568,0.6000000238418579,-13.100000381469727,2.0,2.0,-1.8600000143051147,0.9599999785423279,0.0061855316162109375,0.0,-0.12484607845544815,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44.5625,-2048.0,250.0,0.0,8.0,44.5625,5.375,0.0,0.0,10.75,0.0,3.0,0.0,-1.0,1.399999976158142,254.0,2.0,-2048.0,14.9399995803833,-6.929999828338623,-0.117,-0.07,1.023,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.335999995470047,0.0,2.0,0.0,8.0,-106.5,0.0,34.97381,137.15401833333334,0.0
2017-01-22 08:39:58.753542454,1.0,-5.099999904632568,0.6000000238418579,-13.100000381469727,2.0,2.0,-1.8600000143051147,0.9599999785423279,0.0061855316162109375,0.0,-0.12484607845544815,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44.5625,-2048.0,250.0,0.0,8.0,44.5625,5.375,0.0,0.0,10.75,0.0,3.0,0.0,-1.0,1.399999976158142,254.0,2.0,-2048.0,14.9399995803833,-6.929999828338623,-0.117,-0.07,1.023,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.335999995470047,0.0,2.0,0.0,8.0,-109.5,0.0,34.97381,137.15401833333334,0.0
2017-01-22 08:39:58.776915003,1.0,-5.099999904632568,0.6000000238418579,-13.100000381469727,2.0,2.0,-1.8799999952316284,0.9599999785423279,0.00571441650390625,0.0,-0.12484607845544815,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45.375,-2048.0,250.0,0.0,8.0,45.375,5.625,0.0,0.0,10.875,0.0,3.0,0.0,-1.0,1.399999976158142,254.0,2.0,-2048.0,14.970000267028809,-7.019999980926514,-0.078,0.035,1.059,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.3240000009536743,0.0,2.0,0.0,6.0,-113.25,0.0,34.97381,137.15401833333334,0.0
2017-01-22 08:39:58.800287552,1.0,-5.099999904632568,0.6000000238418579,-13.100000381469727,2.0,2.0,-1.8799999952316284,0.9599999785423279,0.00571441650390625,0.0,-0.12484607845544815,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45.375,-2048.0,250.0,0.0,8.0,45.375,5.625,0.0,0.0,10.875,0.0,3.0,0.0,-1.0,1.399999976158142,254.0,2.0,-2048.0,14.970000267028809,-7.019999980926514,-0.078,0.035,1.059,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.3240000009536743,0.0,2.0,0.0,6.0,-118.5,0.0,34.97381,137.15401833333334,0.0
2017-01-22 08:39:58.823660101,1.0,-5.099999904632568,0.6000000238418579,-13.100000381469727,2.0,2.0,-1.8799999952316284,0.9599999785423279,0.00571441650390625,0.0,-0.12484607845544815,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45.375,-2048.0,250.0,0.0,8.0,45.375,5.625,0.0,0.0,10.875,0.0,3.0,0.0,-1.0,1.399999976158142,254.0,2.0,-2048.0,14.970000267028809,-7.019999980926514,-0.078,0.035,1.059,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.31200000643730164,0.0,2.0,0.0,6.0,-120.0,0.0,34.97381,137.15401833333334,0.0
2017-01-22 08:39:58.847032650,1.0,-5.099999904632568,0.6000000238418579,-13.100000381469727,2.0,2.0,-1.8799999952316284,0.9599999785423279,0.00571441650390625,0.0,-0.12484607845544815,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45.375,-2048.0,250.0,0.0,8.0,45.375,5.625,0.0,0.0,10.875,0.0,3.0,0.0,-1.0,1.399999976158142,254.0,2.0,-2048.0,14.970000267028809,-7.019999980926514,-0.078,0.035,1.059,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.2879999876022339,0.0,2.0,0.0,6.0,-124.5,0.0,34.97381,137.15401833333334,0.0
2017-01-22 08:39:58.870405199,1.0,-5.099999904632568,0.6000000238418579,-13.100000381469727,2.0,2.0,-1.8799999952316284,0.9599999785423279,0.00571441650390625,0.0,-0.12484607845544815,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45.375,-2048.0,250.0,0.0,8.0,45.375,5.625,0.0,0.0,10.875,0.0,3.0,0.0,-1.0,1.399999976158142,254.0,2.0,-2048.0,14.970000267028809,-7.019999980926514,-0.078,0.035,1.059,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.2879999876022339,0.0,2.0,0.0,6.0,-127.5,0.0,34.97381,137.15401833333334,0.0
2017-01-22 08:39:58.893777748,1.0,-5.099999904632568,0.6000000238418579,-13.100000381469727,2.0,2.0,-1.8799999952316284,0.9599999785423279,0.00533294677734375,0.0,-0.12484607845544815,0.0,0.0,0.0,1.0,0.0,0.0,0.0,46.1875,-2048.0,250.0,0.0,8.0,46.1875,5.8125,0.0,0.0,10.9375,0.0,3.0,0.0,-1.0,1.399999976158142,254.0,2.0,-2048.0,14.970000267028809,-7.199999809265137,-0.152,-0.059,1.008,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.2639999985694885,0.0,2.0,0.0,6.0,-127.5,0.0,34.97381,137.15401833333334,0.0
